Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Fri, Mar 3, 2017",9:00 pm,Brooklyn Nets,97,Utah Jazz,112
"Fri, Mar 3, 2017",7:00 pm,Toronto Raptors,114,Washington Wizards,106
"Sat, Mar 4, 2017",8:30 pm,Los Angeles Clippers,101,Chicago Bulls,91
"Sat, Mar 4, 2017",9:00 pm,Charlotte Hornets,112,Denver Nuggets,102
"Sat, Mar 4, 2017",9:00 pm,Memphis Grizzlies,108,Houston Rockets,123
"Sat, Mar 4, 2017",8:00 pm,Cleveland Cavaliers,92,Miami Heat,120
"Sat, Mar 4, 2017",8:00 pm,Toronto Raptors,94,Milwaukee Bucks,101
"Sat, Mar 4, 2017",6:00 pm,Detroit Pistons,136,Philadelphia 76ers,106
"Sat, Mar 4, 2017",10:00 pm,Brooklyn Nets,116,Portland Trail Blazers,130
"Sat, Mar 4, 2017",9:00 pm,Minnesota Timberwolves,90,San Antonio Spurs,97
"Sun, Mar 5, 2017",1:00 pm,Indiana Pacers,97,Atlanta Hawks,96
"Sun, Mar 5, 2017",8:30 pm,Oklahoma City Thunder,89,Dallas Mavericks,104
"Sun, Mar 5, 2017",9:30 pm,New Orleans Pelicans,105,Los Angeles Lakers,97
"Sun, Mar 5, 2017",3:30 pm,Golden State Warriors,112,New York Knicks,105
"Sun, Mar 5, 2017",5:00 pm,Boston Celtics,106,Phoenix Suns,109
"Sun, Mar 5, 2017",6:00 pm,Utah Jazz,110,Sacramento Kings,109
"Sun, Mar 5, 2017",5:00 pm,Orlando Magic,114,Washington Wizards,115
"Mon, Mar 6, 2017",7:30 pm,Golden State Warriors,119,Atlanta Hawks,111
"Mon, Mar 6, 2017",8:00 pm,Indiana Pacers,88,Charlotte Hornets,100
"Mon, Mar 6, 2017",7:00 pm,Miami Heat,106,Cleveland Cavaliers,98
"Mon, Mar 6, 2017",9:00 pm,Sacramento Kings,96,Denver Nuggets,108
"Mon, Mar 6, 2017",7:30 pm,Chicago Bulls,95,Detroit Pistons,109
"Mon, Mar 6, 2017",10:30 pm,Boston Celtics,102,Los Angeles Clippers,116
"Mon, Mar 6, 2017",8:00 pm,Brooklyn Nets,122,Memphis Grizzlies,109
"Mon, Mar 6, 2017",7:00 pm,New York Knicks,113,Orlando Magic,105
"Mon, Mar 6, 2017",7:00 pm,Milwaukee Bucks,112,Philadelphia 76ers,98
"Mon, Mar 6, 2017",8:30 pm,Houston Rockets,110,San Antonio Spurs,112
"Mon, Mar 6, 2017",9:00 pm,New Orleans Pelicans,83,Utah Jazz,88
"Tue, Mar 7, 2017",8:30 pm,Los Angeles Lakers,111,Dallas Mavericks,122
"Tue, Mar 7, 2017",8:00 pm,Portland Trail Blazers,126,Oklahoma City Thunder,121
"Tue, Mar 7, 2017",9:00 pm,Washington Wizards,131,Phoenix Suns,127
"Wed, Mar 8, 2017",7:30 pm,Brooklyn Nets,105,Atlanta Hawks,110
"Wed, Mar 8, 2017",9:00 pm,Washington Wizards,123,Denver Nuggets,113
"Wed, Mar 8, 2017",10:30 pm,Boston Celtics,99,Golden State Warriors,86
"Wed, Mar 8, 2017",8:00 pm,Utah Jazz,115,Houston Rockets,108
"Wed, Mar 8, 2017",8:00 pm,Detroit Pistons,98,Indiana Pacers,115
"Wed, Mar 8, 2017",7:30 pm,Charlotte Hornets,101,Miami Heat,108
"Wed, Mar 8, 2017",8:00 pm,New York Knicks,93,Milwaukee Bucks,104
"Wed, Mar 8, 2017",8:00 pm,Los Angeles Clippers,91,Minnesota Timberwolves,107
"Wed, Mar 8, 2017",8:00 pm,Toronto Raptors,94,New Orleans Pelicans,87
"Wed, Mar 8, 2017",7:00 pm,Chicago Bulls,91,Orlando Magic,98
"Wed, Mar 8, 2017",8:30 pm,Sacramento Kings,104,San Antonio Spurs,114
"Thu, Mar 9, 2017",7:30 pm,Cleveland Cavaliers,101,Detroit Pistons,106
"Thu, Mar 9, 2017",8:00 pm,Los Angeles Clippers,114,Memphis Grizzlies,98
"Thu, Mar 9, 2017",8:00 pm,San Antonio Spurs,92,Oklahoma City Thunder,102
"Thu, Mar 9, 2017",10:30 pm,Los Angeles Lakers,122,Phoenix Suns,110
"Thu, Mar 9, 2017",10:00 pm,Philadelphia 76ers,108,Portland Trail Blazers,114
"Fri, Mar 10, 2017",8:00 pm,Toronto Raptors,99,Atlanta Hawks,105
"Fri, Mar 10, 2017",8:00 pm,Houston Rockets,115,Chicago Bulls,94
"Fri, Mar 10, 2017",7:00 pm,Orlando Magic,81,Charlotte Hornets,121
"Fri, Mar 10, 2017",9:00 pm,Brooklyn Nets,96,Dallas Mavericks,105
"Fri, Mar 10, 2017",9:00 pm,Boston Celtics,99,Denver Nuggets,119
"Fri, Mar 10, 2017",8:00 pm,Indiana Pacers,85,Milwaukee Bucks,99
"Fri, Mar 10, 2017",8:00 pm,Golden State Warriors,102,Minnesota Timberwolves,103
"Fri, Mar 10, 2017",10:30 pm,Washington Wizards,130,Sacramento Kings,122
"Sat, Mar 11, 2017",7:00 pm,New Orleans Pelicans,125,Charlotte Hornets,122
"Sat, Mar 11, 2017",9:00 pm,Phoenix Suns,100,Dallas Mavericks,98
"Sat, Mar 11, 2017",5:00 pm,New York Knicks,92,Detroit Pistons,112
"Sat, Mar 11, 2017",3:30 pm,Philadelphia 76ers,100,Los Angeles Clippers,112
"Sat, Mar 11, 2017",9:00 pm,Atlanta Hawks,107,Memphis Grizzlies,90
"Sat, Mar 11, 2017",8:00 pm,Toronto Raptors,89,Miami Heat,104
"Sat, Mar 11, 2017",8:00 pm,Minnesota Timberwolves,95,Milwaukee Bucks,102
"Sat, Mar 11, 2017",3:00 pm,Utah Jazz,104,Oklahoma City Thunder,112
"Sat, Mar 11, 2017",7:00 pm,Cleveland Cavaliers,116,Orlando Magic,104
"Sat, Mar 11, 2017",10:00 pm,Washington Wizards,125,Portland Trail Blazers,124
"Sat, Mar 11, 2017",10:30 pm,Denver Nuggets,105,Sacramento Kings,92
"Sat, Mar 11, 2017",8:30 pm,Golden State Warriors,85,San Antonio Spurs,107
"Sun, Mar 12, 2017",3:30 pm,Chicago Bulls,80,Boston Celtics,100
"Sun, Mar 12, 2017",6:00 pm,New York Knicks,112,Brooklyn Nets,120
"Sun, Mar 12, 2017",9:00 pm,Cleveland Cavaliers,112,Houston Rockets,117
"Sun, Mar 12, 2017",6:00 pm,Miami Heat,98,Indiana Pacers,102
"Sun, Mar 12, 2017",9:30 pm,Philadelphia 76ers,118,Los Angeles Lakers,116
"Sun, Mar 12, 2017",9:00 pm,Portland Trail Blazers,110,Phoenix Suns,101
"Mon, Mar 13, 2017",7:00 pm,Chicago Bulls,115,Charlotte Hornets,109
"Mon, Mar 13, 2017",10:30 pm,Los Angeles Lakers,101,Denver Nuggets,129
"Mon, Mar 13, 2017",8:00 pm,Milwaukee Bucks,93,Memphis Grizzlies,113
"Mon, Mar 13, 2017",8:00 pm,Washington Wizards,104,Minnesota Timberwolves,119
"Mon, Mar 13, 2017",10:30 pm,Orlando Magic,115,Sacramento Kings,120
"Mon, Mar 13, 2017",8:00 pm,Atlanta Hawks,99,San Antonio Spurs,107
"Mon, Mar 13, 2017",7:30 pm,Dallas Mavericks,78,Toronto Raptors,100
"Mon, Mar 13, 2017",9:00 pm,Los Angeles Clippers,108,Utah Jazz,114
"Tue, Mar 14, 2017",7:30 pm,Oklahoma City Thunder,122,Brooklyn Nets,104
"Tue, Mar 14, 2017",7:00 pm,Detroit Pistons,96,Cleveland Cavaliers,128
"Tue, Mar 14, 2017",10:30 pm,Philadelphia 76ers,104,Golden State Warriors,106
"Tue, Mar 14, 2017",8:00 pm,Portland Trail Blazers,77,New Orleans Pelicans,100
"Tue, Mar 14, 2017",7:30 pm,Indiana Pacers,81,New York Knicks,87
"Wed, Mar 15, 2017",7:30 pm,Minnesota Timberwolves,104,Boston Celtics,117
"Wed, Mar 15, 2017",8:00 pm,Memphis Grizzlies,98,Chicago Bulls,91
"Wed, Mar 15, 2017",7:30 pm,Utah Jazz,97,Detroit Pistons,83
"Wed, Mar 15, 2017",8:00 pm,Los Angeles Lakers,100,Houston Rockets,139
"Wed, Mar 15, 2017",7:00 pm,Charlotte Hornets,77,Indiana Pacers,98
"Wed, Mar 15, 2017",10:30 pm,Milwaukee Bucks,97,Los Angeles Clippers,96
"Wed, Mar 15, 2017",7:30 pm,New Orleans Pelicans,112,Miami Heat,120
"Wed, Mar 15, 2017",10:00 pm,Sacramento Kings,107,Phoenix Suns,101
"Wed, Mar 15, 2017",8:00 pm,Portland Trail Blazers,110,San Antonio Spurs,106
"Wed, Mar 15, 2017",7:00 pm,Dallas Mavericks,112,Washington Wizards,107
"Thu, Mar 16, 2017",7:30 pm,Memphis Grizzlies,103,Atlanta Hawks,91
"Thu, Mar 16, 2017",7:00 pm,Utah Jazz,83,Cleveland Cavaliers,91
"Thu, Mar 16, 2017",9:00 pm,Los Angeles Clippers,114,Denver Nuggets,129
"Thu, Mar 16, 2017",10:30 pm,Orlando Magic,92,Golden State Warriors,122
"Thu, Mar 16, 2017",7:30 pm,Brooklyn Nets,121,New York Knicks,110
"Thu, Mar 16, 2017",7:00 pm,Oklahoma City Thunder,123,Toronto Raptors,102
"Fri, Mar 17, 2017",7:30 pm,Boston Celtics,98,Brooklyn Nets,95
"Fri, Mar 17, 2017",7:30 pm,Toronto Raptors,87,Detroit Pistons,75
"Fri, Mar 17, 2017",10:30 pm,Milwaukee Bucks,107,Los Angeles Lakers,103
"Fri, Mar 17, 2017",8:00 pm,Minnesota Timberwolves,105,Miami Heat,123
"Fri, Mar 17, 2017",8:00 pm,Houston Rockets,112,New Orleans Pelicans,128
"Fri, Mar 17, 2017",7:00 pm,Dallas Mavericks,74,Philadelphia 76ers,116
"Fri, Mar 17, 2017",10:00 pm,Orlando Magic,109,Phoenix Suns,103
"Fri, Mar 17, 2017",7:00 pm,Chicago Bulls,107,Washington Wizards,112
"Sat, Mar 18, 2017",6:00 pm,Portland Trail Blazers,113,Atlanta Hawks,97
"Sat, Mar 18, 2017",9:00 pm,Utah Jazz,86,Chicago Bulls,95
"Sat, Mar 18, 2017",7:00 pm,Washington Wizards,93,Charlotte Hornets,98
"Sat, Mar 18, 2017",9:30 pm,Houston Rockets,109,Denver Nuggets,105
"Sat, Mar 18, 2017",10:30 pm,Milwaukee Bucks,92,Golden State Warriors,117
"Sat, Mar 18, 2017",8:30 pm,Cleveland Cavaliers,78,Los Angeles Clippers,108
"Sat, Mar 18, 2017",9:00 pm,San Antonio Spurs,96,Memphis Grizzlies,104
"Sat, Mar 18, 2017",3:00 pm,Sacramento Kings,94,Oklahoma City Thunder,110
"Sun, Mar 19, 2017",12:00 pm,Dallas Mavericks,111,Brooklyn Nets,104
"Sun, Mar 19, 2017",4:30 pm,Phoenix Suns,95,Detroit Pistons,112
"Sun, Mar 19, 2017",9:30 pm,Cleveland Cavaliers,125,Los Angeles Lakers,120
"Sun, Mar 19, 2017",6:00 pm,Portland Trail Blazers,115,Miami Heat,104
"Sun, Mar 19, 2017",6:00 pm,Minnesota Timberwolves,109,New Orleans Pelicans,123
"Sun, Mar 19, 2017",1:00 pm,Boston Celtics,99,Philadelphia 76ers,105
"Sun, Mar 19, 2017",7:00 pm,Sacramento Kings,102,San Antonio Spurs,118
"Sun, Mar 19, 2017",6:00 pm,Indiana Pacers,91,Toronto Raptors,116
"Mon, Mar 20, 2017",7:30 pm,Washington Wizards,102,Boston Celtics,110
"Mon, Mar 20, 2017",7:00 pm,Atlanta Hawks,90,Charlotte Hornets,105
"Mon, Mar 20, 2017",8:00 pm,Denver Nuggets,124,Houston Rockets,125
"Mon, Mar 20, 2017",7:00 pm,Utah Jazz,100,Indiana Pacers,107
"Mon, Mar 20, 2017",10:30 pm,New York Knicks,105,Los Angeles Clippers,114
"Mon, Mar 20, 2017",8:00 pm,Golden State Warriors,111,Oklahoma City Thunder,95
"Mon, Mar 20, 2017",7:00 pm,Philadelphia 76ers,109,Orlando Magic,112
"Tue, Mar 21, 2017",7:30 pm,Detroit Pistons,96,Brooklyn Nets,98
"Tue, Mar 21, 2017",8:30 pm,Golden State Warriors,112,Dallas Mavericks,87
"Tue, Mar 21, 2017",10:30 pm,Los Angeles Clippers,133,Los Angeles Lakers,109
"Tue, Mar 21, 2017",7:30 pm,Phoenix Suns,97,Miami Heat,112
"Tue, Mar 21, 2017",9:30 pm,San Antonio Spurs,100,Minnesota Timberwolves,93
"Tue, Mar 21, 2017",8:00 pm,Memphis Grizzlies,82,New Orleans Pelicans,95
"Tue, Mar 21, 2017",10:00 pm,Milwaukee Bucks,93,Portland Trail Blazers,90
"Tue, Mar 21, 2017",7:00 pm,Chicago Bulls,120,Toronto Raptors,122
"Wed, Mar 22, 2017",7:30 pm,Indiana Pacers,100,Boston Celtics,109
"Wed, Mar 22, 2017",8:00 pm,Detroit Pistons,95,Chicago Bulls,117
"Wed, Mar 22, 2017",9:00 pm,Cleveland Cavaliers,113,Denver Nuggets,126
"Wed, Mar 22, 2017",8:00 pm,Philadelphia 76ers,97,Oklahoma City Thunder,122
"Wed, Mar 22, 2017",7:00 pm,Charlotte Hornets,109,Orlando Magic,102
"Wed, Mar 22, 2017",10:30 pm,Milwaukee Bucks,116,Sacramento Kings,98
"Wed, Mar 22, 2017",10:30 pm,New York Knicks,101,Utah Jazz,108
"Wed, Mar 22, 2017",8:00 pm,Atlanta Hawks,100,Washington Wizards,104
"Thu, Mar 23, 2017",7:30 pm,Phoenix Suns,,Brooklyn Nets,
"Thu, Mar 23, 2017",8:30 pm,Los Angeles Clippers,,Dallas Mavericks,
"Thu, Mar 23, 2017",7:30 pm,Toronto Raptors,,Miami Heat,
"Thu, Mar 23, 2017",10:00 pm,New York Knicks,,Portland Trail Blazers,
"Thu, Mar 23, 2017",8:30 pm,Memphis Grizzlies,,San Antonio Spurs,
"Fri, Mar 24, 2017",7:30 pm,Phoenix Suns,,Boston Celtics,
"Fri, Mar 24, 2017",8:00 pm,Philadelphia 76ers,,Chicago Bulls,
"Fri, Mar 24, 2017",7:00 pm,Cleveland Cavaliers,,Charlotte Hornets,
"Fri, Mar 24, 2017",10:30 pm,Sacramento Kings,,Golden State Warriors,
"Fri, Mar 24, 2017",8:00 pm,New Orleans Pelicans,,Houston Rockets,
"Fri, Mar 24, 2017",7:00 pm,Denver Nuggets,,Indiana Pacers,
"Fri, Mar 24, 2017",10:30 pm,Minnesota Timberwolves,,Los Angeles Lakers,
"Fri, Mar 24, 2017",8:00 pm,Atlanta Hawks,,Milwaukee Bucks,
"Fri, Mar 24, 2017",7:00 pm,Detroit Pistons,,Orlando Magic,
"Fri, Mar 24, 2017",7:00 pm,Brooklyn Nets,,Washington Wizards,
"Sat, Mar 25, 2017",7:30 pm,Washington Wizards,,Cleveland Cavaliers,
"Sat, Mar 25, 2017",8:30 pm,Toronto Raptors,,Dallas Mavericks,
"Sat, Mar 25, 2017",3:30 pm,Utah Jazz,,Los Angeles Clippers,
"Sat, Mar 25, 2017",10:00 pm,Minnesota Timberwolves,,Portland Trail Blazers,
"Sat, Mar 25, 2017",8:30 pm,New York Knicks,,San Antonio Spurs,
"Sun, Mar 26, 2017",1:00 pm,Brooklyn Nets,,Atlanta Hawks,
"Sun, Mar 26, 2017",6:00 pm,Miami Heat,,Boston Celtics,
"Sun, Mar 26, 2017",1:00 pm,Phoenix Suns,,Charlotte Hornets,
"Sun, Mar 26, 2017",8:00 pm,New Orleans Pelicans,,Denver Nuggets,
"Sun, Mar 26, 2017",8:00 pm,Memphis Grizzlies,,Golden State Warriors,
"Sun, Mar 26, 2017",3:30 pm,Oklahoma City Thunder,,Houston Rockets,
"Sun, Mar 26, 2017",6:00 pm,Philadelphia 76ers,,Indiana Pacers,
"Sun, Mar 26, 2017",3:30 pm,Sacramento Kings,,Los Angeles Clippers,
"Sun, Mar 26, 2017",9:30 pm,Portland Trail Blazers,,Los Angeles Lakers,
"Sun, Mar 26, 2017",3:30 pm,Chicago Bulls,,Milwaukee Bucks,
"Mon, Mar 27, 2017",8:30 pm,Oklahoma City Thunder,,Dallas Mavericks,
"Mon, Mar 27, 2017",7:30 pm,Detroit Pistons,,New York Knicks,
"Mon, Mar 27, 2017",10:30 pm,Memphis Grizzlies,,Sacramento Kings,
"Mon, Mar 27, 2017",8:00 pm,Cleveland Cavaliers,,San Antonio Spurs,
"Mon, Mar 27, 2017",7:30 pm,Orlando Magic,,Toronto Raptors,
"Mon, Mar 27, 2017",10:30 pm,New Orleans Pelicans,,Utah Jazz,
"Tue, Mar 28, 2017",7:30 pm,Phoenix Suns,,Atlanta Hawks,
"Tue, Mar 28, 2017",7:30 pm,Philadelphia 76ers,,Brooklyn Nets,
"Tue, Mar 28, 2017",7:00 pm,Milwaukee Bucks,,Charlotte Hornets,
"Tue, Mar 28, 2017",7:30 pm,Miami Heat,,Detroit Pistons,
"Tue, Mar 28, 2017",8:00 pm,Golden State Warriors,,Houston Rockets,
"Tue, Mar 28, 2017",7:00 pm,Minnesota Timberwolves,,Indiana Pacers,
"Tue, Mar 28, 2017",10:30 pm,Washington Wizards,,Los Angeles Lakers,
"Tue, Mar 28, 2017",10:00 pm,Denver Nuggets,,Portland Trail Blazers,
"Wed, Mar 29, 2017",7:30 pm,Milwaukee Bucks,,Boston Celtics,
"Wed, Mar 29, 2017",10:30 pm,Washington Wizards,,Los Angeles Clippers,
"Wed, Mar 29, 2017",8:00 pm,Indiana Pacers,,Memphis Grizzlies,
"Wed, Mar 29, 2017",8:00 pm,Dallas Mavericks,,New Orleans Pelicans,
"Wed, Mar 29, 2017",7:30 pm,Miami Heat,,New York Knicks,
"Wed, Mar 29, 2017",7:00 pm,Oklahoma City Thunder,,Orlando Magic,
"Wed, Mar 29, 2017",7:00 pm,Atlanta Hawks,,Philadelphia 76ers,
"Wed, Mar 29, 2017",10:30 pm,Utah Jazz,,Sacramento Kings,
"Wed, Mar 29, 2017",9:30 pm,Golden State Warriors,,San Antonio Spurs,
"Wed, Mar 29, 2017",7:30 pm,Charlotte Hornets,,Toronto Raptors,
"Thu, Mar 30, 2017",8:00 pm,Cleveland Cavaliers,,Chicago Bulls,
"Thu, Mar 30, 2017",7:30 pm,Brooklyn Nets,,Detroit Pistons,
"Thu, Mar 30, 2017",8:00 pm,Los Angeles Lakers,,Minnesota Timberwolves,
"Thu, Mar 30, 2017",10:00 pm,Los Angeles Clippers,,Phoenix Suns,
"Thu, Mar 30, 2017",10:30 pm,Houston Rockets,,Portland Trail Blazers,
"Fri, Mar 31, 2017",7:30 pm,Orlando Magic,,Boston Celtics,
"Fri, Mar 31, 2017",7:00 pm,Denver Nuggets,,Charlotte Hornets,
"Fri, Mar 31, 2017",7:30 pm,Philadelphia 76ers,,Cleveland Cavaliers,
"Fri, Mar 31, 2017",10:30 pm,Houston Rockets,,Golden State Warriors,
"Fri, Mar 31, 2017",8:00 pm,Dallas Mavericks,,Memphis Grizzlies,
"Fri, Mar 31, 2017",8:00 pm,New York Knicks,,Miami Heat,
"Fri, Mar 31, 2017",8:00 pm,Detroit Pistons,,Milwaukee Bucks,
"Fri, Mar 31, 2017",8:00 pm,Sacramento Kings,,New Orleans Pelicans,
"Fri, Mar 31, 2017",8:00 pm,San Antonio Spurs,,Oklahoma City Thunder,
"Fri, Mar 31, 2017",7:00 pm,Indiana Pacers,,Toronto Raptors,
"Fri, Mar 31, 2017",9:00 pm,Washington Wizards,,Utah Jazz,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Sat, Apr 1, 2017",6:00 pm,Orlando Magic,,Brooklyn Nets,
"Sat, Apr 1, 2017",5:00 pm,Atlanta Hawks,,Chicago Bulls,
"Sat, Apr 1, 2017",3:30 pm,Los Angeles Lakers,,Los Angeles Clippers,
"Sat, Apr 1, 2017",8:00 pm,Sacramento Kings,,Minnesota Timberwolves,
"Sat, Apr 1, 2017",10:00 pm,Phoenix Suns,,Portland Trail Blazers,
"Sun, Apr 2, 2017",6:00 pm,Atlanta Hawks,,Brooklyn Nets,
"Sun, Apr 2, 2017",6:00 pm,Indiana Pacers,,Cleveland Cavaliers,
"Sun, Apr 2, 2017",8:00 pm,Washington Wizards,,Golden State Warriors,
"Sun, Apr 2, 2017",3:30 pm,Memphis Grizzlies,,Los Angeles Lakers,
"Sun, Apr 2, 2017",6:00 pm,Denver Nuggets,,Miami Heat,
"Sun, Apr 2, 2017",3:30 pm,Dallas Mavericks,,Milwaukee Bucks,
"Sun, Apr 2, 2017",6:00 pm,Chicago Bulls,,New Orleans Pelicans,
"Sun, Apr 2, 2017",1:00 pm,Boston Celtics,,New York Knicks,
"Sun, Apr 2, 2017",3:00 pm,Charlotte Hornets,,Oklahoma City Thunder,
"Sun, Apr 2, 2017",9:00 pm,Houston Rockets,,Phoenix Suns,
"Sun, Apr 2, 2017",3:30 pm,Utah Jazz,,San Antonio Spurs,
"Sun, Apr 2, 2017",6:00 pm,Philadelphia 76ers,,Toronto Raptors,
"Mon, Apr 3, 2017",7:00 pm,Portland Trail Blazers,,Minnesota Timberwolves,
"Tue, Apr 4, 2017",7:00 pm,Orlando Magic,,Cleveland Cavaliers,
"Tue, Apr 4, 2017",10:30 pm,Minnesota Timberwolves,,Golden State Warriors,
"Tue, Apr 4, 2017",7:00 pm,Toronto Raptors,,Indiana Pacers,
"Tue, Apr 4, 2017",8:00 pm,Denver Nuggets,,New Orleans Pelicans,
"Tue, Apr 4, 2017",8:00 pm,Chicago Bulls,,New York Knicks,
"Tue, Apr 4, 2017",8:00 pm,Milwaukee Bucks,,Oklahoma City Thunder,
"Tue, Apr 4, 2017",7:00 pm,Brooklyn Nets,,Philadelphia 76ers,
"Tue, Apr 4, 2017",10:30 pm,Dallas Mavericks,,Sacramento Kings,
"Tue, Apr 4, 2017",8:30 pm,Memphis Grizzlies,,San Antonio Spurs,
"Tue, Apr 4, 2017",10:30 pm,Portland Trail Blazers,,Utah Jazz,
"Tue, Apr 4, 2017",7:00 pm,Charlotte Hornets,,Washington Wizards,
"Wed, Apr 5, 2017",8:00 pm,Cleveland Cavaliers,,Boston Celtics,
"Wed, Apr 5, 2017",7:00 pm,Miami Heat,,Charlotte Hornets,
"Wed, Apr 5, 2017",7:30 pm,Toronto Raptors,,Detroit Pistons,
"Wed, Apr 5, 2017",8:00 pm,Denver Nuggets,,Houston Rockets,
"Wed, Apr 5, 2017",10:30 pm,Dallas Mavericks,,Los Angeles Clippers,
"Wed, Apr 5, 2017",8:00 pm,Oklahoma City Thunder,,Memphis Grizzlies,
"Wed, Apr 5, 2017",10:00 pm,Golden State Warriors,,Phoenix Suns,
"Wed, Apr 5, 2017",8:30 pm,Los Angeles Lakers,,San Antonio Spurs,
"Thu, Apr 6, 2017",8:00 pm,Boston Celtics,,Atlanta Hawks,
"Thu, Apr 6, 2017",7:00 pm,Milwaukee Bucks,,Indiana Pacers,
"Thu, Apr 6, 2017",7:30 pm,Washington Wizards,,New York Knicks,
"Thu, Apr 6, 2017",7:00 pm,Brooklyn Nets,,Orlando Magic,
"Thu, Apr 6, 2017",7:00 pm,Chicago Bulls,,Philadelphia 76ers,
"Thu, Apr 6, 2017",10:30 pm,Minnesota Timberwolves,,Portland Trail Blazers,
"Fri, Apr 7, 2017",7:30 pm,Atlanta Hawks,,Cleveland Cavaliers,
"Fri, Apr 7, 2017",8:30 pm,San Antonio Spurs,,Dallas Mavericks,
"Fri, Apr 7, 2017",9:00 pm,New Orleans Pelicans,,Denver Nuggets,
"Fri, Apr 7, 2017",8:00 pm,Detroit Pistons,,Houston Rockets,
"Fri, Apr 7, 2017",10:30 pm,Sacramento Kings,,Los Angeles Lakers,
"Fri, Apr 7, 2017",8:00 pm,New York Knicks,,Memphis Grizzlies,
"Fri, Apr 7, 2017",10:00 pm,Oklahoma City Thunder,,Phoenix Suns,
"Fri, Apr 7, 2017",7:30 pm,Miami Heat,,Toronto Raptors,
"Fri, Apr 7, 2017",9:00 pm,Minnesota Timberwolves,,Utah Jazz,
"Sat, Apr 8, 2017",5:00 pm,Chicago Bulls,,Brooklyn Nets,
"Sat, Apr 8, 2017",6:00 pm,Boston Celtics,,Charlotte Hornets,
"Sat, Apr 8, 2017",10:30 pm,New Orleans Pelicans,,Golden State Warriors,
"Sat, Apr 8, 2017",6:00 pm,Indiana Pacers,,Orlando Magic,
"Sat, Apr 8, 2017",7:00 pm,Milwaukee Bucks,,Philadelphia 76ers,
"Sat, Apr 8, 2017",10:00 pm,Utah Jazz,,Portland Trail Blazers,
"Sat, Apr 8, 2017",8:30 pm,Los Angeles Clippers,,San Antonio Spurs,
"Sat, Apr 8, 2017",7:00 pm,Miami Heat,,Washington Wizards,
"Sun, Apr 9, 2017",3:30 pm,Cleveland Cavaliers,,Atlanta Hawks,
"Sun, Apr 9, 2017",5:00 pm,Oklahoma City Thunder,,Denver Nuggets,
"Sun, Apr 9, 2017",9:30 pm,Minnesota Timberwolves,,Los Angeles Lakers,
"Sun, Apr 9, 2017",6:00 pm,Detroit Pistons,,Memphis Grizzlies,
"Sun, Apr 9, 2017",12:00 pm,Toronto Raptors,,New York Knicks,
"Sun, Apr 9, 2017",6:00 pm,Dallas Mavericks,,Phoenix Suns,
"Sun, Apr 9, 2017",6:00 pm,Houston Rockets,,Sacramento Kings,
"Mon, Apr 10, 2017",7:30 pm,Brooklyn Nets,,Boston Celtics,
"Mon, Apr 10, 2017",8:00 pm,Orlando Magic,,Chicago Bulls,
"Mon, Apr 10, 2017",8:00 pm,Washington Wizards,,Detroit Pistons,
"Mon, Apr 10, 2017",10:30 pm,Utah Jazz,,Golden State Warriors,
"Mon, Apr 10, 2017",10:30 pm,Houston Rockets,,Los Angeles Clippers,
"Mon, Apr 10, 2017",7:30 pm,Cleveland Cavaliers,,Miami Heat,
"Mon, Apr 10, 2017",8:00 pm,Charlotte Hornets,,Milwaukee Bucks,
"Mon, Apr 10, 2017",7:00 pm,Indiana Pacers,,Philadelphia 76ers,
"Mon, Apr 10, 2017",10:00 pm,San Antonio Spurs,,Portland Trail Blazers,
"Tue, Apr 11, 2017",7:30 pm,Charlotte Hornets,,Atlanta Hawks,
"Tue, Apr 11, 2017",8:30 pm,Denver Nuggets,,Dallas Mavericks,
"Tue, Apr 11, 2017",10:30 pm,New Orleans Pelicans,,Los Angeles Lakers,
"Tue, Apr 11, 2017",8:00 pm,Oklahoma City Thunder,,Minnesota Timberwolves,
"Tue, Apr 11, 2017",10:30 pm,Phoenix Suns,,Sacramento Kings,
"Wed, Apr 12, 2017",8:00 pm,Milwaukee Bucks,,Boston Celtics,
"Wed, Apr 12, 2017",8:00 pm,Brooklyn Nets,,Chicago Bulls,
"Wed, Apr 12, 2017",8:00 pm,Toronto Raptors,,Cleveland Cavaliers,
"Wed, Apr 12, 2017",10:30 pm,Los Angeles Lakers,,Golden State Warriors,
"Wed, Apr 12, 2017",8:00 pm,Minnesota Timberwolves,,Houston Rockets,
"Wed, Apr 12, 2017",8:00 pm,Atlanta Hawks,,Indiana Pacers,
"Wed, Apr 12, 2017",10:30 pm,Sacramento Kings,,Los Angeles Clippers,
"Wed, Apr 12, 2017",8:00 pm,Dallas Mavericks,,Memphis Grizzlies,
"Wed, Apr 12, 2017",8:00 pm,Washington Wizards,,Miami Heat,
"Wed, Apr 12, 2017",8:00 pm,Philadelphia 76ers,,New York Knicks,
"Wed, Apr 12, 2017",8:00 pm,Denver Nuggets,,Oklahoma City Thunder,
"Wed, Apr 12, 2017",8:00 pm,Detroit Pistons,,Orlando Magic,
"Wed, Apr 12, 2017",10:30 pm,New Orleans Pelicans,,Portland Trail Blazers,
"Wed, Apr 12, 2017",10:30 pm,San Antonio Spurs,,Utah Jazz,
